Non-Travel,Research & Development,Other,1,Laboratory Technician,Divorced,0,0,2.4302246426140233,2.619047619047619,2.003584229390681,1.4285714285714286,3.75,0.0,3.333333333333333,3.642857142857143,3.333333333333333,1.25,3.333333333333333,0.7820080151866695,4.217024693836579,1.6666666666666667,0.0,0.0,3.333333333333333,0.0,3.3333333333333335,1.375,1.6666666666666667,5.0,1.0,1.9444444444444446,0.0,2.058823529411765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travel_Frequently,Research & Development,Life Sciences,1,Manufacturing Director,Divorced,0,0,0.4594962559564329,1.0714285714285712,0.6810035842293907,1.6071428571428572,1.25,0.0,5.0,0.1428571428571428,3.333333333333333,2.5,0.0,2.0523096393165994,0.5450712708291507,0.5555555555555556,3.571428571428571,5.0,3.333333333333333,0.0,3.3333333333333335,1.125,3.3333333333333335,1.6666666666666667,1.125,1.9444444444444446,0.3333333333333333,2.058823529411765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travel_Rarely,Sales,Marketing,1,Sales Executive,Married,0,0,4.3260721579305645,2.0238095238095233,2.0,0.0,5.0,0.0,3.333333333333333,4.571428571428571,3.333333333333333,2.5,1.6666666666666667,1.657350769879772,1.8761292913069665,0.5555555555555556,0.7142857142857144,0.0,0.0,0.0,3.3333333333333335,1.25,2.5,3.333333333333333,1.25,2.2222222222222223,0.0,1.7647058823529411,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Travel_Rarely,Sales,Medical,1,Sales Executive,Married,0,0,1.6235534377127296,2.0238095238095233,2.2688172043010755,1.6071428571428572,2.5,0.0,5.0,1.7857142857142856,1.6666666666666667,2.5,0.0,2.45122337059692,3.902027705280064,5.0,2.1428571428571423,0.0,3.333333333333333,0.0,0.0,1.875,2.5,3.333333333333333,1.625,3.3333333333333335,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
Travel_Rarely,Research & Development,Medical,1,Manufacturing Director,Married,0,1,2.743362831858407,1.5476190476190474,0.8100358422939069,3.7500000000000004,3.75,0.0,5.0,4.857142857142858,3.333333333333333,1.25,3.333333333333333,1.3631090487238977,3.807066854045372,0.5555555555555556,1.4285714285714288,0.0,5.0,0.0,3.3333333333333335,1.25,2.5,1.6666666666666667,1.25,0.5555555555555556,2.0,2.058823529411765,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Travel_Rarely,Research & Development,Other,0,Research Scientist,Married,0,0,1.4805990469707282,3.5714285714285707,3.598566308243728,2.5000000000000004,3.75,0.0,3.333333333333333,2.4999999999999996,3.333333333333333,0.0,0.0,0.3580468255642269,2.898213210198755,4.444444444444445,0.35714285714285676,0.0,5.0,0.0,1.6666666666666667,1.25,2.5,1.6666666666666667,1.0,0.5555555555555556,2.333333333333333,1.7647058823529411,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
Travel_Frequently,Sales,Medical,0,Sales Executive,Divorced,0,1,4.434989788972089,3.452380952380952,0.4050179211469534,0.3571428571428571,2.5,0.0,5.0,1.3571428571428572,3.333333333333333,3.75,3.333333333333333,3.364532798987555,1.6324031319012249,5.0,0.35714285714285676,0.0,5.0,0.0,3.3333333333333335,3.5,1.6666666666666667,1.6666666666666667,2.75,0.5555555555555556,3.6666666666666665,3.823529411764706,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Non-Travel,Sales,Life Sciences,1,Sales Executive,Single,0,0,2.1443158611300204,2.142857142857143,4.767025089605735,1.25,3.75,0.0,0.0,3.285714285714285,1.6666666666666667,2.5,0.0,1.7343387470997678,2.436257779562337,0.5555555555555556,1.4285714285714288,0.0,1.6666666666666667,0.0,0.0,1.25,0.8333333333333334,3.333333333333333,1.25,1.9444444444444446,0.0,2.6470588235294117,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Travel_Frequently,Research & Development,Medical,1,Research Director,Divorced,0,0,2.0353982300884956,1.9047619047619047,2.598566308243728,2.5000000000000004,2.5,0.0,1.6666666666666667,2.9285714285714284,3.333333333333333,3.75,0.0,4.21799198481333,1.9745031118249348,3.8888888888888893,1.0714285714285712,0.0,5.0,0.0,3.3333333333333335,2.0,2.5,1.6666666666666667,1.75,2.2222222222222223,2.0,2.6470588235294117,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travel_Rarely,Sales,Other,1,Sales Executive,Single,0,0,4.077603812117086,1.9047619047619047,4.379928315412187,0.3571428571428571,2.5,0.0,5.0,3.642857142857143,0.0,1.25,0.0,0.9887154608732334,2.769925717727364,1.6666666666666667,2.5,0.0,5.0,0.0,0.0,1.875,1.6666666666666667,3.333333333333333,1.625,2.5,1.0,3.5294117647058822,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Travel_Rarely,Human Resources,Medical,0,Human Resources,Married,0,1,0.5377808032675289,0.9523809523809521,2.924731182795699,3.3928571428571432,1.25,0.0,5.0,2.785714285714285,3.333333333333333,0.0,1.6666666666666667,0.30030584264923005,0.9626581007829753,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.75,2.5,3.333333333333333,0.625,0.2777777777777778,0.3333333333333333,1.1764705882352942,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
Travel_Frequently,Research & Development,Technical Degree,0,Laboratory Technician,Married,0,0,3.3151803948264122,2.619047619047619,2.10752688172043,1.7857142857142858,2.5,0.0,5.0,3.0714285714285716,3.333333333333333,1.25,3.333333333333333,1.40107572242143,4.96988556514756,0.5555555555555556,0.0,0.0,0.0,0.0,1.6666666666666667,1.25,1.6666666666666667,5.0,1.25,2.5,3.0,1.1764705882352942,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Non-Travel,Research & Development,Life Sciences,0,Healthcare Representative,Married,0,0,4.857045609257998,2.0238095238095233,0.3727598566308244,1.25,3.75,0.0,3.333333333333333,1.5714285714285712,3.333333333333333,1.25,3.333333333333333,0.8276207551149546,2.0389480024091546,0.5555555555555556,0.35714285714285676,0.0,5.0,0.0,1.6666666666666667,1.875,4.166666666666667,3.333333333333333,1.75,3.055555555555556,0.6666666666666666,2.6470588235294117,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
Travel_Frequently,Research & Development,Life Sciences,1,Research Scientist,Single,0,1,2.6786929884275015,1.7857142857142856,3.4838709677419355,0.3571428571428571,2.5,0.0,0.0,2.857142857142857,3.333333333333333,0.0,0.0,0.6166947901286648,0.21481630194740015,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.25,2.5,3.333333333333333,1.25,2.2222222222222223,3.0,2.058823529411765,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Travel_Rarely,Research & Development,Life Sciences,1,Research Scientist,Married,0,1,2.7161334240980257,2.2619047619047614,0.6666666666666667,3.5714285714285716,2.5,0.0,1.6666666666666667,2.4999999999999996,5.0,0.0,0.0,0.6736448006749629,4.192531620156595,0.5555555555555556,0.35714285714285676,0.0,0.0,0.0,1.6666666666666667,1.0,2.5,1.6666666666666667,1.0,1.9444444444444446,0.3333333333333333,2.058823529411765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
